연번,업체명,이메일 주소,대표자(익명),벤처확인유형,지역,간략주소,업종분류(기보),업종명(11차),주생산품,벤처유효시작일,벤처유효종료일,벤처확인기관,신규/재확인
2679,(주)에스제이테크놀로지,,이**,혁신성장유형,인천,인천광역시 서구,제조업,절삭가공 및 유사처리업,"하우징, 플랜지, 샤프트, 방산부품",20250827,20280826,벤처기업확인기관,신규
2680,주식회사 우아한생활,,최**,혁신성장유형,충북,충청북도 청주시,제조업,천연 및 혼합조제 조미료 제조업,소스 및 복합조미식품,20250827,20280826,벤처기업확인기관,신규
2681,주식회사 브이레코드,,박**,벤처투자유형,인천,인천광역시 연수구,정보처리S/W,유선 온라인 게임 소프트웨어 개발 및 공급업,버추얼 라이브 솔루션,20250827,20280826,벤처기업확인기관,신규
2682,주식회사 에이드랩,,이**,혁신성장유형,경기,경기도 성남시,제조업,치과용 기기 제조업,"치과용 밀링머신 제조 및 도매, 치과용 소프트웨어 개발 및 공급",20250827,20280826,벤처기업확인기관,신규
2683,주식회사명성스쿨퍼니처,,송**,혁신성장유형,경기,경기도 하남시,제조업,금속 가구 제조업,"학생용책상,교실용걸상",20250827,20280826,벤처기업확인기관,신규
2684,주식회사 예그린도어몰딩,,김**,혁신성장유형,경북,경상북도 고령군,제조업,합성수지 및 기타 플라스틱 물질 제조업,"ABS 도어및 도어틀, 알루미늄 중문",20250827,20280826,벤처기업확인기관,신규
2685,(주)이박스,,김**,벤처투자유형,서울,서울 강서구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,소프트웨어 개발 공급,20250827,20280826,벤처기업확인기관,신규
2686,주식회사 준인베스트먼트,,이**,벤처투자유형,서울,서울특별시 영등포구,정보처리S/W,컴퓨터 프로그래밍 서비스업,"시스템보안프로그램, 주식자동매매프로그램 개발",20250827,20280826,벤처기업확인기관,신규
2687,주식회사 블랙로스트,,진**,벤처투자유형,경기,경기도 용인시,제조업,커피 가공업,"커피, 경영컨설팅",20250827,20280826,벤처기업확인기관,신규
2688,주식회사 비욘디,,정**,벤처투자유형,부산,부산광역시 남구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,모바일 어플리케이션 및 솔루션,20250827,20280826,벤처기업확인기관,신규
2689,(주)참치상사,,"조**,최**",벤처투자유형,서울,서울특별시 종로구,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,문자서비스,20250827,20280826,벤처기업확인기관,신규
2690,더온플러스마이너스 주식회사,,김**,혁신성장유형,인천,인천광역시 연수구,제조업,자동차용 신품 전기장치 제조업,"CCS (Cell Contact System), Busbar.",20250827,20280826,벤처기업확인기관,신규
2691,홈앤코 주식회사,,"류**,국**",벤처투자유형,서울,서울특별시 강남구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"주택 및 건물 수리, 수선",20250827,20280826,벤처기업확인기관,신규
2692,주식회사 얼라인네트웍스 (Align Networks Inc.),,"김**,김**",벤처투자유형,서울,서울특별시 강남구,정보처리S/W,응용 소프트웨어 개발 및 공급업,앱서비스,20250827,20280826,벤처기업확인기관,신규
2693,(주)피제이네이처,,김**,벤처투자유형,경기,경기도 고양시,제조업,속옷 및 잠옷 제조업,"속옷, 이지웨어, 스타킹, 전자상거래",20250827,20280826,벤처기업확인기관,신규
2694,주식회사 큐라드,,이**,벤처투자유형,대전,대전광역시 유성구,제조업,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업","광학 측정기기, 광학 측정장비",20250827,20280826,벤처기업확인기관,신규
2695,주식회사 원웨이랩,,김**,혁신성장유형,서울,서울 양천구,제조업,기타 가정용 전기기기 제조업,"전문가용 마사지기, 심부발열기, 동물용 충격파",20250827,20280826,벤처기업확인기관,신규
2696,주식회사 스카이드,,신**,혁신성장유형,울산,울산광역시 남구,제조업,무인 항공기 및 무인 비행장치 제조업,"무인항공기, 드론",20250827,20280826,벤처기업확인기관,신규
2697,주식회사 에이아이씨유,,"정**,황**",혁신성장유형,대구,대구광역시 수성구,정보처리S/W,컴퓨터 프로그래밍 서비스업,의료 소프트웨어 솔루션,20250826,20280825,벤처기업확인기관,신규
2698,주식회사 프로스트,,박**,혁신성장유형,충남,충청남도 천안시,정보처리S/W,응용 소프트웨어 개발 및 공급업,"Pro CodeConverter, Pro JobSync",20250826,20280825,벤처기업확인기관,신규
2699,주식회사 메타하트,,임**,혁신성장유형,경북,경상북도 구미시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,소프트웨어,20250826,20280825,벤처기업확인기관,신규
2700,주식회사 일양푸드,,심**,혁신성장유형,경기,경기도 화성시,제조업,기타 수산동물 가공 및 저장 처리업,"식품제조가공, 식품소분-대왕오징어채, 오징어채, 대구알, 동태절단 등",20250826,20280825,벤처기업확인기관,신규
2701,농업회사법인주식회사올곧이,,김**,혁신성장유형,경북,경상북도 영주시,제조업,인삼식품 제조업,홍삼가공식품,20250826,20280825,벤처기업확인기관,신규
2702,주식회사 엠더블유테크,,정**,연구개발유형,경기,경기도 남양주시,제조업,방송장비 제조업,위성안테나,20250826,20280825,벤처기업확인기관,신규
2703,(주)팀팩,,심**,혁신성장유형,경기,경기도 구리시,제조업,"용기 세척, 포장 및 충전기 제조업",산업기계,20250826,20280825,벤처기업확인기관,신규
2704,주식회사 젠코어,,"김**,윤**",혁신성장유형,경기,경기도 구리시,제조업,치과용 기기 제조업,치과용 밀링 장비,20250826,20280825,벤처기업확인기관,신규
2705,주식회사 청린,,김**,혁신성장유형,인천,인천광역시 서구,제조업,수산동물 건조 및 염장품 제조업,해삼,20250826,20280825,벤처기업확인기관,신규
2706,주식회사 이안스페셜티,,임**,혁신성장유형,경기,경기도 화성시,제조업,그 외 기타 분류 안된 화학제품 제조업,안광학 렌즈 및 퍼스널케어 제품,20250826,20280825,벤처기업확인기관,신규
2707,주식회사 하이퍼비주얼에이아이,,정**,벤처투자유형,경기,경기도 용인시,제조업,비메모리용 및 기타 전자집적회로 제조업,NPU IP 및 NPU Chip 제조,20250826,20280825,벤처기업확인기관,신규
2708,나눔푸드주식회사,,박**,혁신성장유형,부산,부산광역시 강서구,제조업,가금류 가공 및 저장 처리업,"닭고기 염지, 절단 및 포장",20250826,20280825,벤처기업확인기관,신규
2709,주식회사 기가에떼,,장**,혁신성장유형,대전,대전광역시 유성구,연구개발서비스,자연과학 및 공학 융합 연구개발업,"열배터리, 초저온수위측정기",20250826,20280825,벤처기업확인기관,신규
2710,주식회사 이노베리,,조**,혁신성장유형,경기,경기도 고양시,정보처리S/W,컴퓨터시스템 통합 자문 및 구축 서비스업,"인공지능 기술을 활용한 업무서비스 혁신(금융, 임상시험분야 등)",20250826,20280825,벤처기업확인기관,신규
2711,(주)다원,,강**,혁신성장유형,경기,경기도 안양시,제조업,산업용 로봇 제조업,AI 기반 로봇 물류 자동 적재 시스템,20250826,20280825,벤처기업확인기관,신규
2712,주식회사 지아이,,김**,혁신성장유형,전북,전북특별자치도 정읍시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,탈취 항균 소재 GI-ON,20250826,20280825,벤처기업확인기관,신규
2713,주식회사 시큐포인트,,정**,혁신성장유형,경기,경기도 하남시,정보처리S/W,응용 소프트웨어 개발 및 공급업,"소프트웨어 개발 및 공급, 컨설팅",20250826,20280825,벤처기업확인기관,신규
2714,(주)미래프라임,,박**,혁신성장유형,경북,경상북도 칠곡군,제조업,자동차용 금속 압형제품 제조업,"기술 선도형 특화 부품, 자동차 부품 내장형 특화 부품,  자동차, 전기 및 전자부품 ASS&apos;Y , 생활가전 및 모바일 부품",20250826,20280825,벤처기업확인기관,신규
2715,주식회사 에스앤와이컴퍼니,,김**,혁신성장유형,경기,경기도 고양시,제조업,표면 가공 목재 및 특정 목적용 제재목 제조업,인덕션 후드 쿡탑,20250826,20280825,벤처기업확인기관,신규
2716,농업회사법인 주식회사 고담촌,,김**,혁신성장유형,경북,경상북도 안동시,제조업,그 외 기타 식료품 제조업,생강가공식품,20250826,20280825,벤처기업확인기관,신규
2717,(주) 제이에스기술,,유**,혁신성장유형,경기,경기 과천시,제조업,일반용 도료 및 관련제품 제조업,"일반용도료,관련제품,토목,건축,방수자재 제조/방수,상수도공사/수출/물리화학 연구개발,건축 설계",20250826,20280825,벤처기업확인기관,신규
2718,(주)와우씨푸드,,노**,혁신성장유형,부산,부산광역시 해운대구,제조업,"수산동물 훈제, 조리 및 유사 조제식품 제조업","전복, 건어물, 수산물전처리가공",20250826,20280825,벤처기업확인기관,신규
2719,주식회사 바르고,,최**,혁신성장유형,전북,전북특별자치도 익산시,제조업,도장 및 기타 피막처리업,아파트 대피용 난간 제작 및 금속 도장 등,20250826,20280825,벤처기업확인기관,신규
2720,주식회사 나노라이트,,김**,혁신성장유형,경기,경기도 화성시,제조업,금속 표시판 제조업,"반사지, 반사시트",20250826,20280825,벤처기업확인기관,신규
2721,주식회사김우선홀딩스,,김**,혁신성장유형,서울,서울특별시 송파구,제조업,천연 및 혼합조제 조미료 제조업,천여 및 혼합조제 조미료 제조,20250826,20280825,벤처기업확인기관,신규
2722,주식회사 코리아호버제트,,박**,혁신성장유형,경기,경기도 김포시,제조업,기타 선박 건조업,"공기부양정,제트보트",20250826,20280825,벤처기업확인기관,신규
2723,주식회사 넬스,,이**,혁신성장유형,경기,경기도 성남시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,교복스테이션(교복 판매 및 재고 관리 시스템),20250826,20280825,벤처기업확인기관,신규
2724,제주향료연구소,,이**,혁신성장유형,제주,제주특별자치도 제주시,제조업,그 외 기타 분류 안된 화학제품 제조업,향료 및 가향제,20250826,20280825,벤처기업확인기관,신규
2725,주식회사 위트코메카트로닉스,,유**,혁신성장유형,경기,경기도 안산시,제조업,배전반 및 전기 자동제어반 제조업,"공장자동화 전기제어 시스템 설계,제작 및 설치시운전 로봇시스템 설계,제작 및 설치시운전 ",20250826,20280825,벤처기업확인기관,신규
2726,주식회사 한양스틸,,이**,벤처투자유형,경기,경기도 군포시,제조업,주형 및 금형 제조업,금형 특수강,20250826,20280825,벤처기업확인기관,신규
2727,주식회사 밸릭스,,임**,혁신성장유형,부산,부산광역시 남구,제조업,그 외 기타 일반목적용 기계 제조업,스마트공장 자동화 설비 및 식품·수산물 가공 자동화 시스템	,20250826,20280825,벤처기업확인기관,신규
2728,주식회사 슬릭스,,이**,혁신성장유형,경기,경기 성남시,정보처리S/W,응용 소프트웨어 개발 및 공급업,"시스템, 응용 소프트웨어 개발 및 공급업",20250826,20280825,벤처기업확인기관,신규
2729,코스바이미(주),,박**,벤처투자유형,경기,경기도 화성시,제조업,"치약, 비누 및 기타 세제 제조업",화장품 원료,20250826,20280825,벤처기업확인기관,신규
2730,주식회사코코스토리즈,,노**,벤처투자유형,서울,서울특별시 강남구,정보처리S/W,만화 출판업,웹소설 제작 및 연재,20250826,20280825,벤처기업확인기관,신규
2731,주식회사 뉴시스,,허**,벤처투자유형,경기,경기도 용인시,제조업,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",계측장비 외,20250826,20280825,벤처기업확인기관,신규
2732,주식회사 마히,,원**,벤처투자유형,경기,경기도 성남시,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,마감히어로 플랫폼,20250826,20280825,벤처기업확인기관,신규
2733,주식회사 넷플랜트,,박**,벤처투자유형,서울,서울특별시 용산구,정보처리S/W,응용 소프트웨어 개발 및 공급업,수목건강측정기기 및 관리서비스,20250826,20280825,벤처기업확인기관,신규
2734,주식회사 신키코리아,,박**,혁신성장유형,경기,경기 수원시,제조업,컨베이어장치 제조업,물류자동화기기 제조/자동화기기 도소매/기계설비 임대,20250826,20280825,벤처기업확인기관,신규
2735,주식회사 빙글코퍼레이션,,"이**,홍**",벤처투자유형,서울,서울특별시 관악구,정보처리S/W,응용 소프트웨어 개발 및 공급업,AI 의류 등록 솔루션,20250826,20280825,벤처기업확인기관,신규
2736,주식회사 슈엘로,,공**,벤처투자유형,충북,충청북도 청주시,제조업,화장품 제조업,화장품,20250826,20280825,벤처기업확인기관,신규
2737,주식회사 대명엠앤티,,강**,혁신성장유형,경기,경기도 남양주시,제조업,육상 금속 골조 구조재 제조업,"앙카(절단,절곡), 앵글, 조정판/금속화스너, 금속가공제품/건축자재, 안전용품",20250826,20280825,벤처기업확인기관,신규
2738,주식회사 뉴스타트,,홍**,혁신성장유형,충북,충청북도 옥천군,제조업,기타 비알코올 음료 제조업,혼합음료,20250821,20280820,벤처기업확인기관,신규
2739,백형양조(주)농업회사법인,,백**,혁신성장유형,경기,경기도 김포시,제조업,탁주 및 약주 제조업,탁주,20250821,20280820,벤처기업확인기관,신규
2740,(주)밈랩,,박**,연구개발유형,서울,서울 서초구,연구개발서비스,기타 공학 연구개발업,플랫폼 개발,20250820,20280819,벤처기업확인기관,신규
2741,스타다뷰 주식회사,,안**,혁신성장유형,서울,서울 성동구,정보처리S/W,데이터베이스 및 온라인정보 제공업,데이터 분석 용역/서비스,20250820,20280819,벤처기업확인기관,신규
2742,주식회사 상해기컴퍼니,,권**,혁신성장유형,서울,서울특별시 금천구,정보처리S/W,그 외 기타 정보 서비스업,미디어콘텐츠창작업,20250820,20280819,벤처기업확인기관,신규
2743,(주)한바이오,,임**,혁신성장유형,경남,경상남도 합천군,제조업,유기질 비료 및 상토 제조업,유기질 혼합비료,20250820,20280819,벤처기업확인기관,신규
2744,농업회사법인 주식회사 거창한국수,,김**,혁신성장유형,경남,경상남도 거창군,제조업,"면류, 마카로니 및 유사식품 제조업",건면,20250820,20280819,벤처기업확인기관,신규
2745,"주식회사 알고크라시(Algocracy Co.,Ltd.)",,손**,벤처투자유형,서울,서울특별시 서초구,정보처리S/W,응용 소프트웨어 개발 및 공급업,생성형 인공지능 기반 응용 소프트웨어,20250820,20280819,벤처기업확인기관,신규
2746,플렉스매치 주식회사,,상**,연구개발유형,서울,서울특별시 구로구,정보처리S/W,응용 소프트웨어 개발 및 공급업,sns 공동구매 및 마케팅 관련 서비스,20250820,20280819,벤처기업확인기관,신규
2747,주식회사 성심하우징,,김**,혁신성장유형,전북,전북특별자치도 완주군,제조업,기타 구조용 금속제품 제조업,"이동식주택, 모듈러하우스, 농막",20250820,20280819,벤처기업확인기관,신규
2748,주식회사 퐁,,정**,벤처투자유형,서울,서울특별시 도봉구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"AI 상담, 멘탈헬스 케어, 웰니스 서비스",20250820,20280819,벤처기업확인기관,신규
2749,큐어놀로지(주),,선**,혁신성장유형,경기,경기도 부천시,제조업,화장품 제조업,"화장품원료제조(줄기세포배양액), 화장품",20250820,20280819,벤처기업확인기관,신규
2750,주식회사 쓰리씨유니버스,,박**,벤처투자유형,서울,서울특별시 성동구,정보처리S/W,응용 소프트웨어 개발 및 공급업,온라인 콘텐츠 거래 서비스 ,20250820,20280819,벤처기업확인기관,신규
2751,주식회사 웰스앤헬스,,박**,혁신성장유형,서울,서울특별시 강동구,제조업,수프 및 균질화식품 제조업,건강식품,20250820,20280819,벤처기업확인기관,신규
2752,(주)범도,,이**,혁신성장유형,경기,경기도 김포시,제조업,"전기회로 개폐, 보호장치 제조업",리미트 스위치 제조,20250820,20280819,벤처기업확인기관,신규
2753,갤럭시아코리아,,정**,혁신성장유형,대구,대구광역시 남구,제조업,기타 운동 및 경기용구 제조업,"파크골프채, 골프채, 골프용품, 전자상거래",20250820,20280819,벤처기업확인기관,신규
2754,주식회사 파우(FAU),,최**,혁신성장유형,경기,경기도 하남시,제조업,화장품 제조업,화장품,20250820,20280819,벤처기업확인기관,신규
2755,(주)엠포피,,이**,혁신성장유형,경기,경기도 하남시,제조업,가방 및 기타 보호용 케이스 제조업,"핸드폰케이스, 핸드폰악세서리",20250820,20280819,벤처기업확인기관,신규
2756,주식회사 내의미,,강**,혁신성장유형,충남,충청남도 천안시,제조업,기타 직물제품 제조업,"발열내의, 강아지 내의, 팬티, 런닝",20250820,20280819,벤처기업확인기관,신규
2757,주식회사 비앤스컴퍼니,,남**,벤처투자유형,서울,서울특별시 영등포구,정보처리S/W,응용 소프트웨어 개발 및 공급업,시각예술 심리 서비스,20250820,20280819,벤처기업확인기관,신규
2758,예비창업자 오승준,,오**,예비벤처유형,부산,부산광역시 사하구,연구개발서비스,기타 공학 연구개발업,,20250820,20280819,벤처기업확인기관,신규
2759,주식회사 프레시어스,,문**,벤처투자유형,서울,서울특별시 마포구,제조업,가정용 및 산업용 공기 조화장치 제조업,신선도 유지관리 솔루션,20250820,20280819,벤처기업확인기관,신규
2760,주식회사 에이피크,,권**,혁신성장유형,서울,서울 성동구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,"시스템 소프트웨어 개발 및 공급업,그 외 기타 식료품 제조업,건강 보조식품 소매업,전자상거래 소매업,경영 컨설팅업",20250820,20280819,벤처기업확인기관,신규
2761,주식회사 메타이뮨,,윤**,연구개발유형,경기,경기도 시흥시,연구개발서비스,의학 및 약학 연구개발업,의학 및 약학 연구개발 / 기타 전문 서비스,20250820,20280819,벤처기업확인기관,신규
2762,주식회사 오토글로벌,,정**,혁신성장유형,경기,경기도 이천시,제조업,차체 및 특장차 제조업,자동차 특장,20250820,20280819,벤처기업확인기관,신규
2763,비에이치테크,,"박**,임**",혁신성장유형,경남,경상남도 김해시,제조업,볼트 및 너트류 제조업,"반도체,산업용 피팅밸크 절삭가공",20250820,20280819,벤처기업확인기관,신규
2764,주식회사 환은이앤씨,,황**,혁신성장유형,경기,경기도 평택시,제조업,구조용 금속 판제품 및 공작물 제조업,덕트,20250820,20280819,벤처기업확인기관,신규
2765,주식회사 동선컴퍼니,,김**,혁신성장유형,경기,경기도 시흥시,정보처리S/W,응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급,20250820,20280819,벤처기업확인기관,신규
2766,주식회사 플로우컴퍼니,,윤**,혁신성장유형,부산,부산광역시 동래구,제조업,화장품 제조업,화장품 제품 용기,20250820,20280819,벤처기업확인기관,신규
2767,주식회사 디브이오바이오메드,,김**,연구개발유형,서울,서울특별시 성동구,연구개발서비스,의학 및 약학 연구개발업,의약 및 약학 연구개발업,20250820,20280819,벤처기업확인기관,신규
2768,피지케이(PGK),,손**,혁신성장유형,경북,경상북도 구미시,제조업,기타 운동 및 경기용구 제조업,파크골프 용품일체,20250820,20280819,벤처기업확인기관,신규
2769,(주) 썬더크루,,C**,벤처투자유형,경기,경기도 하남시,정보처리S/W,응용 소프트웨어 개발 및 공급업,소프트웨어 및 데이터,20250820,20280819,벤처기업확인기관,신규
2770,주식회사 웜블러드,,조**,혁신성장유형,서울,서울특별시 강남구,정보처리S/W,그 외 기타 정보 서비스업,부동산 개발 플랫폼 관련 서비스,20250820,20280819,벤처기업확인기관,신규
2771,주식회사 큐아이,,김**,혁신성장유형,충북,충청북도 충주시,정보처리S/W,응용 소프트웨어 개발 및 공급업,소프트웨어,20250820,20280819,벤처기업확인기관,신규
2772,주식회사 키린,,김**,벤처투자유형,인천,인천광역시 남동구,제조업,건강기능식품 제조업,건강기능식품 제조업,20250820,20280819,벤처기업확인기관,신규
2773,약문약답 주식회사,,조**,벤처투자유형,경기,경기도 성남시,정보처리S/W,컴퓨터시스템 통합 자문 및 구축 서비스업,약문약답 ,20250820,20280819,벤처기업확인기관,신규
2774,주식회사 해농,,조**,벤처투자유형,전남,전라남도 나주시,제조업,수산식물 가공 및 저장 처리업,"마른김, 조미김",20250820,20280819,벤처기업확인기관,신규
2775,(주)마인,,김**,혁신성장유형,서울,서울특별시 송파구,정보처리S/W,응용 소프트웨어 개발 및 공급업,영상 및 기록 서비스,20250820,20280819,벤처기업확인기관,신규
2776,"베스트본 주식회사 (BestBon Co.,Ltd)",,진**,벤처투자유형,충남,충청남도 천안시,제조업,반도체 제조용 기계 제조업,반도체자동화장비,20250820,20280819,벤처기업확인기관,신규
2777,주식회사 브레인감마,,이**,벤처투자유형,대전,대전광역시 서구,정보처리S/W,그 외 기타 정보 서비스업,뇌기능 기반 응용 소프트웨어 개발 및 공급업 플랫폼 비지니스,20250820,20280819,벤처기업확인기관,신규
2778,주식회사 바이너리컬,,민**,벤처투자유형,서울,서울특별시 용산구,제조업,그 외 기타 전기장비 제조업,텔렉트리: 무선 전력전송 플랫폼,20250820,20280819,벤처기업확인기관,신규
2779,(주)커런트비앤씨,,정**,혁신성장유형,경기,경기 안양시,제조업,그 외 기타 분류 안된 화학제품 제조업,자가발생 미세전류 소재(물질),20250820,20280819,벤처기업확인기관,신규
2780,주식회사 크레오머티리얼즈(CreoMaterials),,김**,혁신성장유형,경기,경기 화성시,제조업,기타 기초 유기 화학물질 제조업,석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,20250820,20280819,벤처기업확인기관,신규
2781,주식회사 솔라리치,,"김**,이**",연구개발유형,경기,경기도 화성시,제조업,배전반 및 전기 자동제어반 제조업,"배전반, 태양광발전시스템",20250819,20280818,벤처기업확인기관,신규
2782,미르테크,,장**,혁신성장유형,경기,경기도 안산시,제조업,절삭가공 및 유사처리업,기계부품,20250819,20280818,벤처기업확인기관,신규
2783,주식회사 해랑기술정책연구소,,백**,연구개발유형,경기,경기도 용인시,연구개발서비스,기타 자연과학 연구개발업,해양수산과학기술분야 정책개발 및 R&D기획 컨설팅,20250819,20280818,벤처기업확인기관,신규
2784,주식회사 제다코리아,,최**,혁신성장유형,전북,전북특별자치도 김제시,제조업,차체 및 특장차 제조업,장비,20250819,20280818,벤처기업확인기관,신규
2785,네이처 허브,,이**,혁신성장유형,충남,충청남도 금산군,제조업,건강기능식품 제조업,"인삼제품, 건강기능식품, 화장품",20250819,20280818,벤처기업확인기관,신규
2786,농업회사법인 주식회사 파머스닥터,,최**,혁신성장유형,전남,전라남도 장성군,제조업,복합비료 및 기타 화학비료 제조업,"비료, 농자재, 4종복합비료",20250819,20280818,벤처기업확인기관,신규
2787,주식회사 안암145,,"심**,이**",혁신성장유형,서울,서울특별시 성북구,정보처리S/W,응용 소프트웨어 개발 및 공급업,사이버보안 솔루션,20250819,20280818,벤처기업확인기관,신규
2788,주식회사 엠유트론,,안**,벤처투자유형,인천,인천광역시 부평구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,소프트웨어 개발외,20250819,20280818,벤처기업확인기관,신규
2789,주식회사 식지피티,,"김**,김**",혁신성장유형,경기,경기도 성남시,정보처리S/W,그 외 기타 정보 서비스업,AI솔루션,20250819,20280818,벤처기업확인기관,신규
2790,주식회사 비디오브라더스,,"최**,정**",혁신성장유형,서울,서울특별시 마포구,정보처리S/W,영상물 제공 서비스업,영싱물 제작,20250819,20280818,벤처기업확인기관,신규
2791,주식회사 케이비비이,,김**,혁신성장유형,부산,부산광역시 강서구,제조업,운송장비 조립용 플라스틱제품 제조업,"케이블 체인, 금형, ai vision 솔루션",20250819,20280818,벤처기업확인기관,신규
2792,(주)셀로라,,송**,혁신성장유형,서울,서울 강남구,제조업,화장품 제조업,"화장품, 뷰티 디바이스 제조업",20250819,20280818,벤처기업확인기관,신규
2793,주식회사 세원피엠티,,김**,혁신성장유형,경기,경기도 화성시,제조업,기타 기계장비 조립용 플라스틱 제품 제조업,플라스틱 사출 금형 제조 및 플라스틱 사출 제품 생산,20250819,20280818,벤처기업확인기관,신규
2794,주식회사 잇빛코리아,,이**,혁신성장유형,경기,경기도 포천시,제조업,"직물, 편조원단 및 의복류 염색 가공업",기타,20250819,20280818,벤처기업확인기관,신규
2795,대영산업,,신**,혁신성장유형,대구,대구광역시 동구,제조업,"산업용 오븐, 노 및 노용 버너 제조업",식품기기,20250819,20280818,벤처기업확인기관,신규
2796,주식회사 슬로윤,,윤**,혁신성장유형,서울,서울특별시 강서구,정보처리S/W,응용 소프트웨어 개발 및 공급업,인공지능소프트웨어,20250819,20280818,벤처기업확인기관,신규
2797,남해호이스트 주식회사,,안**,혁신성장유형,경기,경기 김포시,제조업,컨베이어장치 제조업,"운반기계(카리프트) 제작,설치/강구조물공사,건축물 공사/건설기계 임대",20250819,20280818,벤처기업확인기관,신규
2798,주식회사 퍼굿,,김**,혁신성장유형,충남,충남 부여군,제조업,"치약, 비누 및 기타 세제 제조업","생활용품(탈취제.세정제),직물제품 제조",20250819,20280818,벤처기업확인기관,신규
2799,주식회사 몸짓,,김**,벤처투자유형,서울,서울특별시 강남구,정보처리S/W,응용 소프트웨어 개발 및 공급업,테니스타운 (앱),20250819,20280818,벤처기업확인기관,신규
2800,비플페이 주식회사,,정**,혁신성장유형,서울,서울특별시 영등포구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,B2E Pay 모바일 간편결제 서비스,20250819,20280818,벤처기업확인기관,신규
2801,주식회사 리피치,,강**,벤처투자유형,서울,서울특별시 서초구,정보처리S/W,응용 소프트웨어 개발 및 공급업,앱 및 웹 소프트웨어,20250819,20280818,벤처기업확인기관,신규
2802,(주)대흥기업,,정**,혁신성장유형,부산,부산 해운대구,제조업,교통 신호장치 제조업,교통신호기기 및 제어기 외,20250819,20280818,벤처기업확인기관,신규
2803,주식회사 더블유포지션,,권**,혁신성장유형,대구,대구 동구,정보처리S/W,컴퓨터 프로그래밍 서비스업,"컴퓨터 프로그래밍 서비스업,호스팅 및 관련 서비스업",20250819,20280818,벤처기업확인기관,신규
2804,주식회사 에이엠허브,,유**,혁신성장유형,경기,경기도 화성시,제조업,분말 야금제품 제조업,"금속3DPrinting 방식의 안테나, 도파관, 열교환기 등 부품 설계 및 제조",20250819,20280818,벤처기업확인기관,신규
2805,주식회사 주선테크,,계**,혁신성장유형,충남,충청남도 천안시,제조업,그 외 금속파스너 및 나사제품 제조업,세이프너(내진용 화스너),20250819,20280818,벤처기업확인기관,신규
2806,주식회사 리다이브,,이**,혁신성장유형,경기,경기도 고양시,정보처리S/W,모바일 게임 소프트웨어 개발 및 공급업,"온라인 게임 및 모바일 게임 (테일즈 오브 테라, 픽셀워)",20250819,20280818,벤처기업확인기관,신규
2807,유한회사 지신,,이**,혁신성장유형,인천,인천 연수구,정보처리S/W,응용 소프트웨어 개발 및 공급업,AI 응용 솔루션,20250819,20280818,벤처기업확인기관,신규
2808,(주)헬로버디,,이**,혁신성장유형,서울,서울특별시 금천구,제조업,편조의복 제조업,골프웨어,20250819,20280818,벤처기업확인기관,신규
2809,주식회사 케이마린바이오테크,,강**,혁신성장유형,제주,제주특별자치도 제주시,제조업,기타 식품 첨가물 제조업,기능성 명품소금/액상소금/식품원료,20250819,20280818,벤처기업확인기관,신규
2810,주식회사 한국로보틱스,,우**,혁신성장유형,경기,경기도 광명시,제조업,산업용 로봇 제조업,대량조리 자동화 로봇시스템,20250819,20280818,벤처기업확인기관,신규
2811,주식회사 홀릭컴패니언,,"이**,이**",혁신성장유형,경기,경기도 화성시,정보처리S/W,컴퓨터 프로그래밍 서비스업,AI 기반 상권분석 시스템 및 3D 감리 솔루션 (프랜차이즈 창업운영 플랫폼),20250819,20280818,벤처기업확인기관,신규
2812,도파민팩토리 주식회사,,송**,혁신성장유형,서울,서울특별시 성동구,정보처리S/W,모바일 게임 소프트웨어 개발 및 공급업,모바일게임,20250819,20280818,벤처기업확인기관,신규
2813,주식회사 바로웰,,김**,혁신성장유형,경기,경기도 구리시,정보처리S/W,데이터베이스 및 온라인정보 제공업,헬스메디케어,20250819,20280818,벤처기업확인기관,신규
2814,주식회사 업사이트,,임**,벤처투자유형,서울,서울특별시 마포구,제조업,무인 항공기 및 무인 비행장치 제조업,"무인항공기 및 무인멀티콥터 제조업,응용 소프트웨어 개발 및 공급업,무인항공기 및 무인멀티콥터 연구개발업",20250819,20280818,벤처기업확인기관,신규
2815,(주)경북제어기술,,전**,혁신성장유형,경북,경상북도 영천시,제조업,기기용 자동측정 및 제어장치 제조업,프로세스제어반,20250819,20280818,벤처기업확인기관,신규
